,id,level,display_name,works_count,llm_annotation,multiple_level_0_ancestors
830,C2777551473,2,Tube (container),123408,Engineering,"Engineering,Materials science"
831,C200687136,2,Waveguide,117434,Engineering,"Materials science,Physics"
832,C73916439,3,Energy storage,116849,Engineering,Physics
833,C147176958,1,Civil engineering,115955,Engineering,Engineering
834,C423512,3,Electricity generation,115822,Engineering,Physics
835,C67101536,2,George (robot),115293,Engineering,"Art,Computer science,History"
836,C555008776,3,Battery (electricity),114763,Engineering,Physics
837,C21200559,2,Sensitivity (control systems),111475,Engineering,"Engineering,Mathematics"
838,C32802771,2,Port (circuit theory),105028,Engineering,Engineering
839,C107365816,2,Surface roughness,100708,Engineering,"Materials science,Physics"
840,C93226319,2,Differential (mechanical device),97674,Engineering,"Engineering,Physics"
841,C2778422915,3,Converters,97643,Engineering,"Engineering,Physics"
842,C115901376,2,Automation,97501,Engineering,"Engineering,Mathematics"
843,C2780013297,2,Boiler (water heating),97437,Engineering,"Engineering,Physics"
844,C183696295,1,Biochemical engineering,97357,Engineering,Engineering
845,C46362747,2,CMOS,97305,Engineering,"Engineering,Materials science,Physics"
846,C554190296,2,Radar,96693,Engineering,"Computer science,Engineering"
847,C162307627,2,Enhanced Data Rates for GSM Evolution,96012,Engineering,"Computer science,Engineering"
848,C130787639,2,Hamiltonian (control theory),95871,Engineering,"Engineering,Mathematics"
849,C78600449,2,Wind power,94840,Engineering,"Biology,Engineering"
850,C107053488,1,Construction engineering,94764,Engineering,Engineering
851,C59085676,2,Fracture mechanics,93212,Engineering,"Engineering,Materials science,Physics"
852,C104267543,3,Signal processing,92310,Engineering,"Computer science,Engineering"
853,C2778562939,3,Synchronization (alternating current),92151,Engineering,"Computer science,Engineering"
854,C42935608,2,Field-programmable gate array,91052,Engineering,"Computer science,Engineering"
855,C47116090,3,PID controller,90765,Engineering,"Engineering,Mathematics"
856,C108755667,3,AC power,90107,Engineering,"Engineering,Physics"
857,C88862950,2,Irrigation,89776,Engineering,"Biology,Geology"
858,C195268267,2,Slip (aerodynamics),89302,Engineering,"Engineering,Physics"
859,C60229501,2,Global Positioning System,88869,Engineering,"Computer science,Engineering"
860,C81288441,2,Ultrasonic sensor,87430,Engineering,"Medicine,Physics"
861,C206991015,2,Energy conversion efficiency,87421,Engineering,"Engineering,Materials science,Physics"
862,C89395315,3,Anode,87227,Engineering,"Chemistry,Physics"
863,C17281054,2,Rotor (electric),84450,Engineering,"Engineering,Physics"
864,C2988805333,2,Reinforced concrete,83699,Engineering,"Engineering,Materials science"
865,C30403606,2,Electromagnetic coil,82693,Engineering,"Engineering,Physics"
866,C160756335,2,Biosensor,82561,Engineering,"Biology,Chemistry,Materials science"
867,C162284963,2,Submarine pipeline,81919,Engineering,"Engineering,Geology"
868,C2778449969,2,Turbine,80806,Engineering,"Engineering,Physics"
869,C108615695,3,Coal mining,80173,Engineering,"Chemistry,Engineering,Geography,History"
870,C74172769,2,Routing (electronic design automation),79062,Engineering,"Computer science,Engineering"
871,C152745839,3,Fault detection and isolation,78492,Engineering,"Engineering,Physics"
872,C111106434,2,Die (integrated circuit),77863,Engineering,"Computer science,Engineering,Materials science"
873,C19474535,2,Welding,76653,Engineering,"Engineering,Materials science"
874,C157764524,3,Throughput,76521,Engineering,"Computer science,Engineering"
875,C78434282,2,Diode,76047,Engineering,"Engineering,Materials science,Physics"
876,C2781052500,2,Shell (structure),75859,Engineering,"Engineering,Materials science"
877,C34413123,3,Robotics,75307,Engineering,Computer science
878,C81978471,3,Fading,74061,Engineering,"Computer science,Engineering,Mathematics"
879,C29829512,2,Spacecraft,72766,Engineering,"Engineering,Physics"
880,C88199923,2,Food processing,71987,Engineering,"Biology,Chemistry,Political science"
881,C523214423,2,Machining,71895,Engineering,"Engineering,Materials science"
882,C52192207,3,Capacitor,71604,Engineering,"Engineering,Physics"
883,C88463610,1,Agricultural engineering,69969,Engineering,Engineering
884,C539828613,2,Public transport,67154,Engineering,"Engineering,Political science"
885,C49892992,2,Tissue engineering,66590,Engineering,"Biology,Engineering,Medicine"
886,C101765175,2,Communications system,66569,Engineering,"Computer science,Engineering"
887,C2780992000,3,Generator (circuit theory),66320,Engineering,Physics
888,C2776422217,3,Electric vehicle,66032,Engineering,Physics
889,C97053079,2,Water supply,65730,Engineering,"Engineering,Environmental science,Geology"
890,C19966478,3,Mobile robot,65596,Engineering,Computer science
891,C2779664074,2,Terminal (telecommunication),65425,Engineering,"Computer science,Engineering"
892,C74448152,2,Aviation,65404,Engineering,Engineering
893,C4311470,2,Power station,65060,Engineering,"Engineering,Physics"
894,C138331895,2,Electronics,65028,Engineering,"Chemistry,Engineering"
895,C175700187,2,Manufacturing,64035,Engineering,"Business,Political science"
896,C190960625,2,Water treatment,63987,Engineering,"Engineering,Environmental science"
897,C71039073,2,Surface finish,63678,Engineering,"Engineering,Materials science"
898,C194257627,3,Amplifier,63645,Engineering,"Computer science,Engineering"
899,C83260615,2,Mars Exploration Program,63538,Engineering,"Biology,Physics"
900,C56200935,2,Nozzle,62319,Engineering,"Engineering,Physics"
901,C170700871,2,Biomechanics,59548,Engineering,"Biology,Medicine,Physics"
902,C165347436,3,Project commissioning,58111,Engineering,"Art,Political science"
903,C25197100,2,Drilling,57809,Engineering,"Engineering,Materials science"
904,C40409654,3,Orthogonal frequency-division multiplexing,57545,Engineering,"Computer science,Engineering,Mathematics"
905,C154586513,3,Tracking system,57388,Engineering,"Computer science,Physics"
906,C29700514,3,Heat transfer coefficient,57272,Engineering,Physics
907,C157286648,2,Kalman filter,57246,Engineering,"Computer science,Engineering,Mathematics"
908,C153646914,2,Cellular network,57025,Engineering,"Computer science,Engineering"
909,C167310744,2,Tribology,56425,Engineering,"Engineering,Materials science"
910,C153400128,2,Infiltration (HVAC),55259,Engineering,"Geography,Materials science,Physics"
911,C2777986313,2,Industry 4.0,54814,Engineering,"Computer science,Engineering"
912,C172707124,2,Actuator,54167,Engineering,"Computer science,Engineering,Mathematics"
913,C8673954,2,Microfluidics,53887,Engineering,"Materials science,Physics"
914,C40293303,3,Electric power,53843,Engineering,Physics
915,C2987658370,2,Fuel cells,53543,Engineering,Engineering
916,C2781345722,2,Drop (telecommunication),53477,Engineering,"Computer science,Engineering"
917,C529865628,2,Manifold (fluid mechanics),53384,Engineering,Engineering
918,C185798385,2,Benchmark (surveying),52765,Engineering,"Geography,Geology"
919,C186394612,2,Optimal design,52486,Engineering,"Computer science,Mathematics"
920,C68649174,2,Base station,51492,Engineering,"Computer science,Engineering"
921,C16635281,2,Casting,51390,Engineering,"Art,Materials science"
922,C87360688,2,Synthetic aperture radar,51212,Engineering,"Computer science,Geography,Geology"
923,C56318395,2,Transducer,50684,Engineering,"Engineering,Physics"
924,C138660444,2,Telecommunications link,50599,Engineering,"Computer science,Engineering"
925,C92746544,3,Pulse-width modulation,50528,Engineering,"Computer science,Engineering,Physics"
926,C144534570,3,Inductor,49918,Engineering,"Engineering,Physics"
927,C184608416,2,Lubrication,49419,Engineering,"Engineering,Materials science,Physics"
928,C195370968,4,Threshold voltage,49077,Engineering,"Engineering,Physics"
929,C11190779,3,Inverter,49007,Engineering,"Engineering,Physics"
930,C513653683,2,Nuclear power,48805,Engineering,"Biology,Physics"
931,C207987634,3,MIMO,48711,Engineering,"Computer science,Engineering,Mathematics"
932,C526740375,2,Petroleum industry,47756,Engineering,"Biology,Engineering,Environmental science,Geology"
933,C7817414,3,Energy management,47525,Engineering,"Mathematics,Physics"
934,C2778022998,3,Transit (satellite),47516,Engineering,"Engineering,Political science"
935,C37977207,2,Microelectromechanical systems,47389,Engineering,"Materials science,Physics"
936,C175309249,2,Pipeline transport,46884,Engineering,"Chemistry,Engineering,Environmental science"
937,C10558101,2,Smart grid,46788,Engineering,"Biology,Engineering"
938,C2776036281,2,Constraint (computer-aided design),46740,Engineering,"Engineering,Mathematics"
939,C88182573,3,High voltage,46443,Engineering,"Engineering,Physics"
940,C13736549,1,Industrial engineering,46323,Engineering,Engineering
941,C172120300,2,Volumetric flow rate,46166,Engineering,Physics
942,C131779359,2,Amine gas treating,44544,Engineering,"Chemistry,Engineering,Environmental science"
943,C544738498,3,Distributed generation,44482,Engineering,"Biology,Engineering,Physics"
944,C128624480,3,Low voltage,43782,Engineering,"Engineering,Physics"
945,C71376005,2,Synchronous motor,43754,Engineering,"Engineering,Mathematics,Physics"
946,C47798520,3,Transmitter,43458,Engineering,"Computer science,Engineering"
947,C524769229,2,3D printing,43458,Engineering,"Engineering,Materials science"
948,C18533594,4,Direct numerical simulation,43354,Engineering,"Geography,Physics"
949,C130230704,4,Nusselt number,42716,Engineering,"Geography,Physics"
950,C97257150,2,Wing,42711,Engineering,"Engineering,Physics"
951,C2778413303,4,MOSFET,42266,Engineering,"Engineering,Physics"
952,C172205157,3,Model predictive control,42200,Engineering,"Computer science,Economics"
953,C2776529397,2,Stator,42133,Engineering,"Engineering,Physics"
954,C107706546,2,Heat exchanger,41860,Engineering,"Engineering,Physics"
955,C42156128,3,Total harmonic distortion,41498,Engineering,"Engineering,Physics"
956,C137246740,3,Spectral efficiency,41435,Engineering,"Computer science,Engineering,Mathematics"
957,C51399673,2,Lidar,41399,Engineering,"Geography,Geology,Physics"
958,C89631360,2,Phase noise,41296,Engineering,"Engineering,Physics"
959,C67592535,2,Drainage,40589,Engineering,"Biology,Geology"
960,C89429830,2,Scaffold,40542,Engineering,"Computer science,Engineering,Medicine"
961,C195975749,3,Fuzzy control system,40449,Engineering,"Computer science,Engineering,Mathematics,Philosophy"
962,C52121051,2,Truck,40268,Engineering,"Engineering,Physics"
963,C103742991,2,Air conditioning,40019,Engineering,"Engineering,Physics"
964,C113145756,3,Dipole antenna,39921,Engineering,"Computer science,Engineering"
965,C163294075,2,Noise reduction,39915,Engineering,"Computer science,Physics"
966,C168170006,2,Bioreactor,39865,Engineering,"Biology,Chemistry"
967,C2780804531,2,Diesel engine,39839,Engineering,"Engineering,Physics"
968,C149011108,3,Transporter,39492,Engineering,"Biology,Chemistry"
969,C121099081,2,Trap (plumbing),39380,Engineering,"Engineering,Environmental science,Geography,Physics"
970,C2779888511,2,Traffic congestion,39272,Engineering,Engineering
971,C176666156,2,Light-emitting diode,38623,Engineering,"Engineering,Materials science,Physics"
972,C51038369,2,Mass transfer,38553,Engineering,"Chemistry,Physics"
973,C100086909,2,Wind tunnel,38462,Engineering,"Engineering,Physics"
974,C159063594,2,Ignition system,38330,Engineering,"Engineering,Physics"
975,C530198007,2,Integrated circuit,38256,Engineering,"Computer science,Engineering,Materials science,Physics"
976,C33441834,2,Transmission line,38236,Engineering,"Computer science,Engineering"
977,C10929652,3,Radar imaging,37998,Engineering,"Computer science,Engineering"
978,C69398868,3,Lightning (connector),37959,Engineering,Physics
979,C187878255,2,Rocket (weapon),37630,Engineering,"Engineering,Geography,History"
980,C107464732,3,Adaptive control,37407,Engineering,"Computer science,Economics,Engineering,Mathematics,Physics"
981,C96834759,3,Phase modulation,37374,Engineering,"Engineering,Physics"
982,C2777421447,2,Mobile phone,37343,Engineering,"Computer science,Engineering"
983,C159048435,2,Slag (welding),37294,Engineering,"Engineering,Materials science"
984,C174128100,2,Spiral (railway),37225,Engineering,"Engineering,Mathematics"
985,C84462506,2,Digital signal processing,37211,Engineering,"Computer science,Engineering"
986,C80962145,3,Induction motor,37062,Engineering,"Engineering,Physics"
987,C102248274,2,Adaptive filter,36683,Engineering,"Computer science,Engineering,Mathematics"
988,C173871940,3,Three-phase,36618,Engineering,"Engineering,Physics"
989,C2777777821,4,Heat transfer enhancement,36608,Engineering,"Geography,Physics"
990,C56529433,2,Nondestructive testing,36420,Engineering,"Medicine,Physics"
991,C87359718,3,Thin-film transistor,36017,Engineering,"Chemistry,Materials science,Physics"
992,C148063708,3,Channel state information,35798,Engineering,"Computer science,Engineering,Mathematics"
993,C2986189917,3,Asphalt pavement,35746,Engineering,"Geography,History,Materials science"
994,C79061980,2,Inertial measurement unit,35711,Engineering,"Computer science,Engineering"
995,C2780202535,2,Wideband,35517,Engineering,"Engineering,Physics"
996,C9526370,2,Fuel injection,35370,Engineering,Engineering
997,C59519942,2,Drone,35138,Engineering,Biology
998,C2776748203,2,Roof,34801,Engineering,"Engineering,Geography,History"
999,C101468663,2,Modular design,34765,Engineering,Computer science
